id,name,brand,address,city,state,zip_code,latitude,longitude,phone,hours,features
164,Habit Burger #164,Habit Burger,7318 4th St,Columbus,OH,43246,39.979031,-82.991758,(436) 714-9641,8:00 AM - 10:00 PM,"drive-thru,dine-in,takeout"
165,KFC #165,KFC,2367 College St,Charlotte,NC,28242,35.258789,-80.812974,(280) 856-8873,6:00 AM - 12:00 AM,"dine-in,takeout"
166,Taco Bell #166,Taco Bell,2142 Lincoln Ave,Indianapolis,IN,46220,39.78954,-86.156509,(462) 479-8361,24 Hours,"drive-thru,dine-in,takeout"
167,Pizza Hut #167,Pizza Hut,3737 University Ave,San Francisco,CA,94167,37.808005,-122.460229,(945) 227-7797,6:00 AM - 11:00 PM,dine-in
168,Habit Burger #168,Habit Burger,1437 1st Ave,Seattle,WA,98138,47.606401,-122.358522,(980) 526-2623,6:00 AM - 12:00 AM,"drive-thru,dine-in,takeout"
169,KFC #169,KFC,7840 Valley View Dr,Denver,CO,80227,39.70296,-105.011612,(807) 659-1086,7:00 AM - 10:00 PM,"drive-thru,dine-in,delivery"
170,Taco Bell #170,Taco Bell,9091 Hillcrest Ave,Nashville,TN,37287,36.138292,-86.748104,(378) 633-2821,10:00 AM - 12:00 AM,"dine-in,delivery,takeout"
171,Pizza Hut #171,Pizza Hut,6978 River Rd,Oklahoma City,OK,73189,35.447715,-97.561625,(737) 264-2816,11:00 AM - 11:00 PM,"drive-thru,dine-in,delivery"
172,Habit Burger #172,Habit Burger,2452 Lincoln Ave,Las Vegas,NV,89164,36.183095,-115.132295,(890) 829-6780,9:00 AM - 11:00 PM,dine-in
173,KFC #173,KFC,8676 1st Ave,Portland,OR,97218,45.483931,-122.661579,(978) 757-9312,24 Hours,"drive-thru,dine-in,delivery"
174,Taco Bell #174,Taco Bell,6438 1st Ave,Memphis,TN,38142,35.138545,-90.051986,(380) 565-2106,6:00 AM - 12:00 AM,"dine-in,delivery,takeout"
175,Pizza Hut #175,Pizza Hut,9633 Hillcrest Ave,Louisville,KY,40252,38.275994,-85.745674,(402) 245-6772,24 Hours,"dine-in,takeout,delivery,drive-thru"
176,Habit Burger #176,Habit Burger,7712 Valley View Dr,Atlanta,GA,30371,33.780351,-84.420491,(302) 338-2033,11:00 AM - 11:00 PM,"drive-thru,dine-in,delivery"
177,KFC #177,KFC,3368 Airport Rd,Miami,FL,33115,25.741044,-80.237419,(335) 517-9444,8:00 AM - 10:00 PM,"drive-thru,dine-in"
178,Taco Bell #178,Taco Bell,3231 Lincoln Ave,Minneapolis,MN,55455,44.953131,-93.239671,(550) 871-6438,10:00 AM - 12:00 AM,"dine-in,takeout"
179,Pizza Hut #179,Pizza Hut,6653 Hillcrest Ave,Tampa,FL,33666,27.980534,-82.463505,(336) 547-4060,11:00 AM - 11:00 PM,"drive-thru,dine-in"
180,Habit Burger #180,Habit Burger,4469 Industrial Pkwy,Detroit,MI,48220,42.318135,-83.016071,(486) 280-8055,10:00 AM - 10:00 PM,"drive-thru,takeout"
181,KFC #181,KFC,4943 Lincoln Ave,Los Angeles,CA,90067,34.034321,-118.285693,(909) 934-7981,10:00 AM - 10:00 PM,"drive-thru,dine-in"
182,Taco Bell #182,Taco Bell,5876 Lake Rd,New York,NY,10065,40.697955,-74.051764,(104) 854-1939,7:00 AM - 10:00 PM,dine-in
183,Pizza Hut #183,Pizza Hut,2721 Main St,Chicago,IL,60628,41.864431,-87.59969,(609) 894-8179,6:00 AM - 11:00 PM,"drive-thru,dine-in,takeout"
184,Habit Burger #184,Habit Burger,6101 1st Ave,Houston,TX,77059,29.717123,-95.341948,(779) 233-3513,11:00 AM - 11:00 PM,"dine-in,takeout,delivery,drive-thru"
185,KFC #185,KFC,9503 Park Blvd,Phoenix,AZ,85077,33.435601,-112.047692,(855) 607-6150,10:00 AM - 12:00 AM,"dine-in,delivery,takeout"
186,Taco Bell #186,Taco Bell,3148 5th Ave,Philadelphia,PA,19176,39.998652,-75.212609,(196) 775-2929,10:00 AM - 12:00 AM,"drive-thru,takeout"
187,Pizza Hut #187,Pizza Hut,4778 Valley View Dr,San Antonio,TX,78272,29.444504,-98.522143,(783) 325-3223,7:00 AM - 10:00 PM,"drive-thru,dine-in"
188,Habit Burger #188,Habit Burger,1538 Industrial Pkwy,San Diego,CA,92197,32.682966,-117.139763,(925) 883-6692,7:00 AM - 10:00 PM,"drive-thru,takeout"
189,KFC #189,KFC,2952 Industrial Pkwy,Dallas,TX,75256,32.815833,-96.761864,(758) 429-2988,9:00 AM - 11:00 PM,"drive-thru,dine-in,takeout"
190,Taco Bell #190,Taco Bell,6012 Cedar Ln,San Jose,CA,95183,37.311874,-121.886898,(955) 678-3126,7:00 AM - 10:00 PM,"dine-in,takeout"
191,Pizza Hut #191,Pizza Hut,7942 Maple Dr,Austin,TX,78762,30.248129,-97.69314,(786) 788-2208,10:00 AM - 10:00 PM,"dine-in,takeout,delivery,drive-thru"
192,Habit Burger #192,Habit Burger,8576 1st Ave,Jacksonville,FL,32226,30.346434,-81.660703,(328) 855-3981,10:00 AM - 10:00 PM,dine-in
193,KFC #193,KFC,2134 Maple Dr,Fort Worth,TX,76129,32.755786,-97.293979,(764) 368-3653,6:00 AM - 12:00 AM,"dine-in,delivery,takeout"
194,Taco Bell #194,Taco Bell,4753 College St,Columbus,OH,43220,39.945802,-82.95471,(434) 401-5496,10:00 AM - 10:00 PM,"drive-thru,takeout"
195,Pizza Hut #195,Pizza Hut,2862 Pine St,Charlotte,NC,28284,35.238543,-80.883757,(282) 375-6531,6:00 AM - 11:00 PM,"drive-thru,dine-in,delivery"
196,Habit Burger #196,Habit Burger,9549 Sunset Blvd,Indianapolis,IN,46293,39.726522,-86.113245,(463) 985-7825,6:00 AM - 11:00 PM,"drive-thru,dine-in"
197,KFC #197,KFC,5049 5th Ave,San Francisco,CA,94141,37.8138,-122.414842,(946) 504-8430,7:00 AM - 10:00 PM,"drive-thru,dine-in,delivery"
198,Taco Bell #198,Taco Bell,7709 Market St,Seattle,WA,98153,47.572008,-122.340538,(989) 347-6121,6:00 AM - 12:00 AM,"dine-in,takeout,delivery,drive-thru"
199,Pizza Hut #199,Pizza Hut,6170 Maple Dr,Denver,CO,80281,39.786737,-105.027223,(801) 526-4960,11:00 AM - 11:00 PM,"dine-in,takeout"
200,Habit Burger #200,Habit Burger,1686 Broadway,Nashville,TN,37247,36.139447,-86.806808,(376) 830-7850,9:00 AM - 11:00 PM,"drive-thru,dine-in,takeout"
201,KFC #201,KFC,5223 Market St,Oklahoma City,OK,73130,35.498948,-97.473025,(737) 727-8648,11:00 AM - 11:00 PM,"drive-thru,takeout"
202,Taco Bell #202,Taco Bell,6542 Maple Dr,Las Vegas,NV,89168,36.169637,-115.180795,(893) 420-6781,6:00 AM - 11:00 PM,"drive-thru,dine-in,delivery"
203,Pizza Hut #203,Pizza Hut,7810 Lincoln Ave,Portland,OR,97278,45.493336,-122.668648,(970) 310-8060,10:00 AM - 10:00 PM,"drive-thru,takeout"
204,Habit Burger #204,Habit Burger,6095 Broadway,Memphis,TN,38161,35.172251,-90.022614,(380) 783-4189,6:00 AM - 12:00 AM,"drive-thru,takeout"
205,KFC #205,KFC,9108 Sunset Blvd,Louisville,KY,40289,38.210053,-85.758074,(409) 321-3108,7:00 AM - 10:00 PM,dine-in
206,Taco Bell #206,Taco Bell,9239 1st Ave,Atlanta,GA,30328,33.73632,-84.339321,(303) 816-9341,8:00 AM - 10:00 PM,"drive-thru,dine-in,delivery"
207,Pizza Hut #207,Pizza Hut,5556 Industrial Pkwy,Miami,FL,33170,25.71623,-80.228096,(338) 667-3440,24 Hours,"drive-thru,dine-in,takeout"
208,Habit Burger #208,Habit Burger,2762 2nd St,Minneapolis,MN,55488,44.960597,-93.253693,(554) 807-6511,24 Hours,"drive-thru,dine-in"
209,KFC #209,KFC,372 1st Ave,Tampa,FL,33652,27.971474,-82.477221,(331) 626-6040,6:00 AM - 11:00 PM,"drive-thru,dine-in"
210,Taco Bell #210,Taco Bell,9577 Pine St,Detroit,MI,48239,42.307953,-83.030241,(480) 797-8871,10:00 AM - 10:00 PM,dine-in
211,Pizza Hut #211,Pizza Hut,617 Pine St,Los Angeles,CA,90099,34.016978,-118.225627,(901) 395-1310,11:00 AM - 11:00 PM,"dine-in,takeout,delivery,drive-thru"
212,Habit Burger #212,Habit Burger,3440 3rd Ave,New York,NY,10074,40.704678,-74.014704,(109) 682-2020,10:00 AM - 10:00 PM,"dine-in,delivery,takeout"
213,KFC #213,KFC,7937 Maple Dr,Chicago,IL,60658,41.884189,-87.579988,(605) 377-8531,24 Hours,"dine-in,takeout,delivery,drive-thru"
214,Taco Bell #214,Taco Bell,4431 Lake Rd,Houston,TX,77071,29.765027,-95.352213,(773) 452-5571,24 Hours,"drive-thru,takeout"
215,Pizza Hut #215,Pizza Hut,4976 Commerce Blvd,Phoenix,AZ,85046,33.420887,-112.026709,(853) 906-9011,6:00 AM - 12:00 AM,"drive-thru,dine-in"
216,Habit Burger #216,Habit Burger,4580 Lincoln Ave,Philadelphia,PA,19125,39.93748,-75.12183,(199) 892-9899,8:00 AM - 10:00 PM,dine-in
217,KFC #217,KFC,2499 Lincoln Ave,San Antonio,TX,78215,29.455938,-98.448139,(784) 931-2294,6:00 AM - 12:00 AM,"drive-thru,dine-in"
218,Taco Bell #218,Taco Bell,3605 Market St,San Diego,CA,92178,32.731297,-117.136366,(924) 775-5450,10:00 AM - 10:00 PM,"dine-in,takeout"
219,Pizza Hut #219,Pizza Hut,4072 Broadway,Dallas,TX,75295,32.788268,-96.788317,(758) 431-4814,6:00 AM - 11:00 PM,"dine-in,takeout"
220,Habit Burger #220,Habit Burger,1747 Spring St,San Jose,CA,95127,37.32953,-121.864564,(950) 763-3587,8:00 AM - 10:00 PM,"drive-thru,dine-in"
221,KFC #221,KFC,4806 Central Ave,Austin,TX,78746,30.264945,-97.773154,(780) 987-2465,9:00 AM - 11:00 PM,"drive-thru,dine-in,delivery"
222,Taco Bell #222,Taco Bell,2980 Harbor Blvd,Jacksonville,FL,32214,30.373523,-81.688194,(326) 707-4052,10:00 AM - 12:00 AM,"drive-thru,dine-in,delivery"
223,Pizza Hut #223,Pizza Hut,1858 Harbor Blvd,Fort Worth,TX,76152,32.706427,-97.324004,(764) 665-9901,24 Hours,"drive-thru,dine-in"
224,Habit Burger #224,Habit Burger,8361 4th St,Columbus,OH,43244,40.000126,-83.03538,(433) 315-6417,10:00 AM - 10:00 PM,"drive-thru,dine-in"
225,KFC #225,KFC,330 Hillcrest Ave,Charlotte,NC,28253,35.241929,-80.82124,(284) 781-4164,10:00 AM - 10:00 PM,dine-in
226,Taco Bell #226,Taco Bell,1521 2nd St,Indianapolis,IN,46295,39.801099,-86.156572,(461) 389-3303,11:00 AM - 11:00 PM,"dine-in,takeout,delivery,drive-thru"
227,Pizza Hut #227,Pizza Hut,6384 Highland Dr,San Francisco,CA,94167,37.818483,-122.468717,(944) 537-5947,6:00 AM - 11:00 PM,"drive-thru,takeout"
228,Habit Burger #228,Habit Burger,1117 Spring St,Seattle,WA,98125,47.621568,-122.312823,(987) 514-3616,8:00 AM - 10:00 PM,"drive-thru,takeout"
229,KFC #229,KFC,4933 1st Ave,Denver,CO,80288,39.758229,-104.976429,(803) 424-3188,11:00 AM - 11:00 PM,"drive-thru,dine-in,takeout"
230,Taco Bell #230,Taco Bell,6221 3rd Ave,Nashville,TN,37299,36.158198,-86.732716,(378) 682-9806,9:00 AM - 11:00 PM,"dine-in,delivery,takeout"
231,Pizza Hut #231,Pizza Hut,1441 Maple Dr,Oklahoma City,OK,73167,35.485634,-97.506819,(738) 920-6927,7:00 AM - 10:00 PM,"dine-in,takeout"
232,Habit Burger #232,Habit Burger,8381 Market St,Las Vegas,NV,89183,36.126076,-115.135035,(898) 353-3695,6:00 AM - 12:00 AM,"drive-thru,dine-in"
233,KFC #233,KFC,9654 5th Ave,Portland,OR,97221,45.476824,-122.70786,(978) 656-1911,11:00 AM - 11:00 PM,"drive-thru,dine-in,takeout"
234,Taco Bell #234,Taco Bell,1045 Cedar Ln,Memphis,TN,38169,35.150825,-90.05332,(384) 940-1356,8:00 AM - 10:00 PM,"drive-thru,takeout"
235,Pizza Hut #235,Pizza Hut,9575 Oak Ave,Louisville,KY,40215,38.284345,-85.73392,(406) 552-2044,24 Hours,"drive-thru,dine-in,delivery"
236,Habit Burger #236,Habit Burger,7834 Broadway,Atlanta,GA,30346,33.792458,-84.431098,(306) 384-3218,8:00 AM - 10:00 PM,"dine-in,takeout,delivery,drive-thru"
237,KFC #237,KFC,6284 2nd St,Miami,FL,33120,25.810986,-80.203552,(338) 336-6697,7:00 AM - 10:00 PM,"drive-thru,dine-in,takeout"
238,Taco Bell #238,Taco Bell,2186 Hillcrest Ave,Minneapolis,MN,55438,45.027085,-93.275694,(550) 974-1372,10:00 AM - 12:00 AM,"drive-thru,dine-in"
239,Pizza Hut #239,Pizza Hut,8815 2nd St,Tampa,FL,33639,27.96795,-82.452755,(333) 671-6671,10:00 AM - 10:00 PM,"drive-thru,takeout"
240,Habit Burger #240,Habit Burger,1948 Broadway,Detroit,MI,48294,42.300248,-83.008279,(486) 829-1256,9:00 AM - 11:00 PM,"dine-in,delivery,takeout"
241,KFC #241,KFC,7414 Lake Rd,Los Angeles,CA,90096,34.008929,-118.234306,(900) 450-1724,8:00 AM - 10:00 PM,"drive-thru,dine-in"
242,Taco Bell #242,Taco Bell,1024 Park Blvd,New York,NY,10074,40.686234,-74.034273,(104) 439-6224,6:00 AM - 12:00 AM,"dine-in,delivery,takeout"
243,Pizza Hut #243,Pizza Hut,8640 Highland Dr,Chicago,IL,60662,41.858276,-87.665474,(604) 481-1998,24 Hours,"drive-thru,dine-in,takeout"
244,Habit Burger #244,Habit Burger,8220 Broadway,Houston,TX,77054,29.772999,-95.37708,(776) 737-6222,8:00 AM - 10:00 PM,dine-in
245,KFC #245,KFC,8913 5th Ave,Phoenix,AZ,85040,33.413322,-112.086354,(853) 507-3365,11:00 AM - 11:00 PM,"drive-thru,dine-in,delivery"
246,Taco Bell #246,Taco Bell,9230 Maple Dr,Philadelphia,PA,19127,39.958839,-75.118421,(196) 448-5177,9:00 AM - 11:00 PM,"dine-in,takeout,delivery,drive-thru"
247,Pizza Hut #247,Pizza Hut,6179 Oak Ave,San Antonio,TX,78278,29.438771,-98.451377,(783) 252-5398,8:00 AM - 10:00 PM,"drive-thru,dine-in,delivery"
248,Habit Burger #248,Habit Burger,9726 Hillcrest Ave,San Diego,CA,92195,32.753062,-117.192284,(928) 422-8854,9:00 AM - 11:00 PM,"dine-in,takeout,delivery,drive-thru"
249,KFC #249,KFC,3570 Harbor Blvd,Dallas,TX,75234,32.757019,-96.756101,(751) 964-8846,9:00 AM - 11:00 PM,"dine-in,delivery,takeout"
250,Taco Bell #250,Taco Bell,5369 Commerce Blvd,San Jose,CA,95146,37.327863,-121.912367,(956) 677-9743,6:00 AM - 12:00 AM,"drive-thru,takeout"
251,Pizza Hut #251,Pizza Hut,8247 4th St,Austin,TX,78722,30.243356,-97.741818,(787) 979-6246,9:00 AM - 11:00 PM,"dine-in,takeout,delivery,drive-thru"
252,Habit Burger #252,Habit Burger,3725 Hillcrest Ave,Jacksonville,FL,32228,30.313492,-81.701128,(320) 467-7841,10:00 AM - 12:00 AM,"drive-thru,dine-in,takeout"
253,KFC #253,KFC,9435 University Ave,Fort Worth,TX,76141,32.725119,-97.357798,(767) 763-6530,10:00 AM - 12:00 AM,"drive-thru,dine-in"
254,Taco Bell #254,Taco Bell,8137 4th St,Columbus,OH,43231,40.007851,-82.984631,(435) 373-3293,24 Hours,"drive-thru,dine-in"
255,Pizza Hut #255,Pizza Hut,1062 Maple Dr,Charlotte,NC,28214,35.195505,-80.804164,(281) 884-1794,6:00 AM - 11:00 PM,dine-in
256,Habit Burger #256,Habit Burger,1213 Valley View Dr,Indianapolis,IN,46229,39.732149,-86.14503,(460) 423-9285,11:00 AM - 11:00 PM,"dine-in,takeout,delivery,drive-thru"
257,KFC #257,KFC,8016 Spring St,San Francisco,CA,94172,37.730945,-122.405627,(940) 206-9719,24 Hours,dine-in
258,Taco Bell #258,Taco Bell,4601 Cedar Ln,Seattle,WA,98146,47.557385,-122.329158,(980) 714-8054,10:00 AM - 10:00 PM,"dine-in,takeout"
259,Pizza Hut #259,Pizza Hut,4048 Market St,Denver,CO,80289,39.781005,-104.987861,(808) 458-6807,10:00 AM - 12:00 AM,dine-in
260,Habit Burger #260,Habit Burger,7620 Pine St,Nashville,TN,37241,36.120602,-86.73567,(373) 507-2320,6:00 AM - 11:00 PM,"dine-in,takeout"
261,KFC #261,KFC,7898 Broadway,Oklahoma City,OK,73191,35.458128,-97.528683,(730) 919-3807,7:00 AM - 10:00 PM,"drive-thru,dine-in"
262,Taco Bell #262,Taco Bell,5527 Pine St,Las Vegas,NV,89122,36.204433,-115.125309,(898) 243-4764,9:00 AM - 11:00 PM,"drive-thru,dine-in"
263,Pizza Hut #263,Pizza Hut,4693 Airport Rd,Portland,OR,97279,45.49231,-122.635984,(979) 873-1539,10:00 AM - 10:00 PM,"dine-in,takeout,delivery,drive-thru"
264,Habit Burger #264,Habit Burger,2462 Commerce Blvd,Memphis,TN,38160,35.101066,-90.078284,(381) 506-3661,9:00 AM - 11:00 PM,dine-in
265,KFC #265,KFC,6388 Commerce Blvd,Louisville,KY,40227,38.270403,-85.754444,(401) 712-6666,6:00 AM - 11:00 PM,"dine-in,takeout"
266,Taco Bell #266,Taco Bell,5680 Lake Rd,Atlanta,GA,30388,33.742709,-84.354133,(309) 606-6347,6:00 AM - 11:00 PM,"drive-thru,takeout"
267,Pizza Hut #267,Pizza Hut,3837 1st Ave,Miami,FL,33180,25.790055,-80.196745,(336) 642-4043,8:00 AM - 10:00 PM,"dine-in,takeout"
268,Habit Burger #268,Habit Burger,4137 Valley View Dr,Minneapolis,MN,55419,45.005017,-93.285462,(551) 474-3526,8:00 AM - 10:00 PM,"drive-thru,dine-in,takeout"
269,KFC #269,KFC,1845 Oak Ave,Tampa,FL,33610,27.974566,-82.475532,(334) 655-6896,10:00 AM - 12:00 AM,"dine-in,takeout"
270,Taco Bell #270,Taco Bell,7453 Cedar Ln,Detroit,MI,48281,42.294651,-83.077061,(488) 617-2692,6:00 AM - 11:00 PM,"dine-in,takeout"
271,Pizza Hut #271,Pizza Hut,9898 Industrial Pkwy,Los Angeles,CA,90051,34.037591,-118.284394,(906) 212-5781,8:00 AM - 10:00 PM,dine-in
272,Habit Burger #272,Habit Burger,9267 Airport Rd,New York,NY,10041,40.740717,-73.983516,(109) 733-3778,8:00 AM - 10:00 PM,"drive-thru,dine-in,takeout"
273,KFC #273,KFC,8179 Park Blvd,Chicago,IL,60618,41.841984,-87.649687,(602) 645-5521,8:00 AM - 10:00 PM,"drive-thru,takeout"
274,Taco Bell #274,Taco Bell,4223 Highland Dr,Houston,TX,77090,29.758823,-95.412108,(777) 808-4203,11:00 AM - 11:00 PM,"dine-in,takeout"
275,Pizza Hut #275,Pizza Hut,6583 Central Ave,Phoenix,AZ,85089,33.411949,-112.123323,(856) 537-8212,6:00 AM - 12:00 AM,dine-in
276,Habit Burger #276,Habit Burger,9838 Park Blvd,Philadelphia,PA,19148,39.984148,-75.129249,(195) 817-4290,11:00 AM - 11:00 PM,"dine-in,takeout,delivery,drive-thru"
277,KFC #277,KFC,5328 Lincoln Ave,San Antonio,TX,78298,29.391864,-98.503776,(787) 789-4971,6:00 AM - 12:00 AM,dine-in
278,Taco Bell #278,Taco Bell,6080 Elm St,San Diego,CA,92182,32.69373,-117.132513,(923) 806-9939,10:00 AM - 10:00 PM,"drive-thru,dine-in,delivery"
279,Pizza Hut #279,Pizza Hut,3534 4th St,Dallas,TX,75247,32.822,-96.800838,(751) 618-9180,10:00 AM - 10:00 PM,"drive-thru,takeout"
280,Habit Burger #280,Habit Burger,7032 Industrial Pkwy,San Jose,CA,95158,37.312402,-121.870434,(951) 659-8851,8:00 AM - 10:00 PM,dine-in
281,KFC #281,KFC,5990 Valley View Dr,Austin,TX,78778,30.271565,-97.714028,(789) 853-2392,7:00 AM - 10:00 PM,"dine-in,delivery,takeout"
282,Taco Bell #282,Taco Bell,825 Pine St,Jacksonville,FL,32292,30.34796,-81.670199,(326) 970-6432,8:00 AM - 10:00 PM,"dine-in,takeout"
283,Pizza Hut #283,Pizza Hut,8466 Hillcrest Ave,Fort Worth,TX,76176,32.706555,-97.354926,(768) 794-4621,11:00 AM - 11:00 PM,"dine-in,takeout,delivery,drive-thru"
284,Habit Burger #284,Habit Burger,9743 Valley View Dr,Columbus,OH,43274,39.950313,-82.971566,(432) 553-1402,11:00 AM - 11:00 PM,"dine-in,takeout"
285,KFC #285,KFC,1506 Elm St,Charlotte,NC,28228,35.206643,-80.801045,(285) 519-6620,11:00 AM - 11:00 PM,"dine-in,delivery,takeout"
286,Taco Bell #286,Taco Bell,1699 4th St,Indianapolis,IN,46299,39.770511,-86.17327,(467) 526-2100,10:00 AM - 12:00 AM,"drive-thru,dine-in,delivery"
287,Pizza Hut #287,Pizza Hut,5720 River Rd,San Francisco,CA,94123,37.805919,-122.457891,(942) 958-4996,24 Hours,"drive-thru,dine-in,takeout"
288,Habit Burger #288,Habit Burger,7085 4th St,Seattle,WA,98139,47.611391,-122.349001,(986) 844-4022,10:00 AM - 10:00 PM,dine-in
289,KFC #289,KFC,3332 4th St,Denver,CO,80285,39.728758,-104.966561,(806) 598-1072,9:00 AM - 11:00 PM,"dine-in,delivery,takeout"
290,Taco Bell #290,Taco Bell,1125 Pine St,Nashville,TN,37223,36.140534,-86.761224,(378) 391-6993,6:00 AM - 12:00 AM,"dine-in,delivery,takeout"
291,Pizza Hut #291,Pizza Hut,8119 Maple Dr,Oklahoma City,OK,73191,35.463355,-97.540165,(735) 811-7367,8:00 AM - 10:00 PM,"dine-in,takeout"
292,Habit Burger #292,Habit Burger,2926 University Ave,Las Vegas,NV,89196,36.154692,-115.105248,(894) 829-2388,10:00 AM - 10:00 PM,"dine-in,takeout,delivery,drive-thru"
293,KFC #293,KFC,3099 1st Ave,Portland,OR,97298,45.476986,-122.697862,(972) 723-7364,8:00 AM - 10:00 PM,"drive-thru,dine-in,takeout"
294,Taco Bell #294,Taco Bell,8073 River Rd,Memphis,TN,38178,35.156981,-90.056696,(382) 768-3733,11:00 AM - 11:00 PM,"drive-thru,takeout"
295,Pizza Hut #295,Pizza Hut,7489 Lake Rd,Louisville,KY,40216,38.21673,-85.777042,(405) 209-8939,10:00 AM - 10:00 PM,"dine-in,delivery,takeout"
296,Habit Burger #296,Habit Burger,8381 River Rd,Atlanta,GA,30373,33.780522,-84.341617,(306) 901-9056,8:00 AM - 10:00 PM,"drive-thru,dine-in"
297,KFC #297,KFC,605 Industrial Pkwy,Miami,FL,33138,25.76057,-80.233533,(334) 233-5503,9:00 AM - 11:00 PM,"drive-thru,takeout"
298,Taco Bell #298,Taco Bell,8215 Cedar Ln,Minneapolis,MN,55475,44.944621,-93.269268,(551) 786-2871,10:00 AM - 12:00 AM,"dine-in,takeout,delivery,drive-thru"
299,Pizza Hut #299,Pizza Hut,7331 Cedar Ln,Tampa,FL,33637,27.954804,-82.431521,(336) 304-5055,10:00 AM - 12:00 AM,"drive-thru,dine-in,delivery"
300,Habit Burger #300,Habit Burger,1525 4th St,Detroit,MI,48225,42.326373,-83.060942,(483) 414-6744,8:00 AM - 10:00 PM,"drive-thru,dine-in,takeout"
301,KFC #301,KFC,3490 Industrial Pkwy,Los Angeles,CA,90017,34.063815,-118.215215,(909) 559-9720,10:00 AM - 12:00 AM,"drive-thru,dine-in,takeout"
302,Taco Bell #302,Taco Bell,4840 Pine St,New York,NY,10044,40.695165,-73.985595,(108) 895-2560,10:00 AM - 10:00 PM,dine-in
303,Pizza Hut #303,Pizza Hut,2178 Valley View Dr,Chicago,IL,60626,41.919977,-87.580551,(603) 349-6277,9:00 AM - 11:00 PM,dine-in
304,Habit Burger #304,Habit Burger,4502 River Rd,Houston,TX,77063,29.759346,-95.362057,(776) 662-2237,7:00 AM - 10:00 PM,dine-in
305,KFC #305,KFC,6146 4th St,Phoenix,AZ,85072,33.449961,-112.096177,(855) 795-1040,7:00 AM - 10:00 PM,"drive-thru,dine-in"
306,Taco Bell #306,Taco Bell,1137 Industrial Pkwy,Philadelphia,PA,19178,39.966084,-75.145471,(196) 423-8039,9:00 AM - 11:00 PM,"drive-thru,dine-in"
307,Pizza Hut #307,Pizza Hut,5633 Cedar Ln,San Antonio,TX,78283,29.400954,-98.460766,(782) 779-8951,6:00 AM - 12:00 AM,"drive-thru,dine-in,delivery"
308,Habit Burger #308,Habit Burger,7629 Main St,San Diego,CA,92125,32.670294,-117.148482,(922) 651-8479,6:00 AM - 11:00 PM,dine-in
309,KFC #309,KFC,2261 Airport Rd,Dallas,TX,75293,32.746932,-96.778141,(754) 362-5489,7:00 AM - 10:00 PM,"dine-in,takeout,delivery,drive-thru"
310,Taco Bell #310,Taco Bell,2811 Broadway,San Jose,CA,95160,37.313239,-121.899116,(954) 943-4836,8:00 AM - 10:00 PM,"dine-in,takeout"
311,Pizza Hut #311,Pizza Hut,7912 Oak Ave,Austin,TX,78726,30.28757,-97.792991,(789) 431-9510,11:00 AM - 11:00 PM,"drive-thru,dine-in,delivery"
312,Habit Burger #312,Habit Burger,2075 College St,Jacksonville,FL,32264,30.283006,-81.671343,(322) 689-2160,9:00 AM - 11:00 PM,dine-in
313,KFC #313,KFC,1790 Central Ave,Fort Worth,TX,76157,32.714433,-97.300204,(764) 340-7270,10:00 AM - 10:00 PM,"drive-thru,dine-in,takeout"
314,Taco Bell #314,Taco Bell,2788 4th St,Columbus,OH,43254,39.918041,-82.992471,(433) 843-3480,8:00 AM - 10:00 PM,"drive-thru,dine-in"
315,Pizza Hut #315,Pizza Hut,1746 Park Blvd,Charlotte,NC,28225,35.263096,-80.884431,(289) 947-7291,6:00 AM - 12:00 AM,dine-in
316,Habit Burger #316,Habit Burger,4637 River Rd,Indianapolis,IN,46220,39.74985,-86.194117,(463) 766-5668,6:00 AM - 11:00 PM,"drive-thru,takeout"
317,KFC #317,KFC,3190 Hillcrest Ave,San Francisco,CA,94160,37.745445,-122.408707,(944) 861-1894,9:00 AM - 11:00 PM,"drive-thru,dine-in"
318,Taco Bell #318,Taco Bell,9830 Oak Ave,Seattle,WA,98177,47.594789,-122.357992,(980) 569-6185,10:00 AM - 10:00 PM,dine-in
319,Pizza Hut #319,Pizza Hut,6086 Cedar Ln,Denver,CO,80297,39.775281,-104.983462,(802) 981-8717,7:00 AM - 10:00 PM,"drive-thru,dine-in,delivery"
320,Habit Burger #320,Habit Burger,3634 Broadway,Nashville,TN,37217,36.171436,-86.830221,(376) 718-5693,24 Hours,dine-in
321,KFC #321,KFC,8891 Cedar Ln,Oklahoma City,OK,73188,35.459958,-97.526172,(732) 484-2369,10:00 AM - 12:00 AM,"dine-in,takeout"
322,Taco Bell #322,Taco Bell,2645 Cedar Ln,Las Vegas,NV,89151,36.17103,-115.16948,(896) 800-2083,10:00 AM - 12:00 AM,dine-in
323,Pizza Hut #323,Pizza Hut,1048 Highland Dr,Portland,OR,97221,45.538196,-122.643753,(976) 318-8428,6:00 AM - 11:00 PM,"drive-thru,takeout"
324,Habit Burger #324,Habit Burger,2977 Elm St,Memphis,TN,38111,35.166108,-90.033195,(382) 918-1185,10:00 AM - 10:00 PM,"drive-thru,dine-in"
325,KFC #325,KFC,4347 Washington Ave,Louisville,KY,40257,38.298002,-85.756199,(402) 967-5403,7:00 AM - 10:00 PM,"drive-thru,dine-in,delivery"
